date,value
2021-03-08,141.83036306903043
2021-03-09,136.23141204313814
2021-03-10,149.6236220652928
2021-03-11,143.51601728002677
2021-03-12,147.77278657564244
2021-03-13,133.2083408867412
2021-03-14,138.30770107161047
2021-03-15,151.24030786888807
2021-03-16,146.1720731160686
2021-03-17,156.97266640605653
2021-03-18,140.7144947880797
2021-03-19,147.76428392694672
2021-03-20,145.05149232418532
2021-03-21,143.3290426413291
2021-03-22,141.26245627880274
2021-03-23,141.25324582156802
2021-03-24,143.0689105289238
2021-03-25,137.55264930260398
2021-03-26,142.40880259448363
2021-03-27,139.83739355732385
2021-03-28,147.1298043715324
2021-03-29,137.05295351692192
2021-03-30,141.5499230694599
2021-03-31,135.44990657979938
2021-04-01,140.1116425034205
2021-04-02,144.09475816639292
2021-04-03,140.93482761169494
2021-04-04,140.10117452133977
2021-04-05,152.64559239581416
2021-04-06,141.75737536286687
2021-04-07,139.69335764490194
2021-04-08,156.50092472526492
2021-04-09,147.362873911266
2021-04-10,156.49205020227564
2021-04-11,154.8983464547085
2021-04-12,149.7689796835789
2021-04-13,140.8291798689823
2021-04-14,155.0990641532799
2021-04-15,150.53403189803268
2021-04-16,148.465339468432
2021-04-17,141.25455549051424
2021-04-18,156.67773809791922
2021-04-19,142.70437734631315
2021-04-20,147.8473456801499
2021-04-21,155.88439711727497
2021-04-22,149.04783708741496
2021-04-23,148.98103558872862
2021-04-24,148.69430588710563
2021-04-25,150.58792529590124
2021-04-26,150.9135764253003
2021-04-27,148.68353074009724
2021-04-28,151.8614282070392
2021-04-29,141.80555410674634
2021-04-30,150.19919179668133
2021-05-01,155.00372388304794
2021-05-02,143.60087733949797
2021-05-03,140.05266256377797
2021-05-04,141.6994148645845
2021-05-05,150.1471324865442
2021-05-06,142.87055691898254
2021-05-07,155.98486079564773
2021-05-08,144.95669083877635
2021-05-09,147.10745928383815
2021-05-10,145.744165459173
2021-05-11,139.10318706647527
2021-05-12,148.1975689350935
2021-05-13,148.80109058735547
2021-05-14,145.5499080881998
2021-05-15,151.6950435279025
2021-05-16,156.1711619597713
2021-05-17,151.10678805128833
2021-05-18,151.38300668810902
2021-05-19,152.24695712275877
2021-05-20,148.30896586539475
2021-05-21,152.27806541073446
2021-05-22,149.53032856325999
2021-05-23,153.0804909024494
2021-05-24,137.39262711734904
2021-05-25,148.97995562170425
2021-05-26,153.97505918692133
2021-05-27,153.33997132220108
2021-05-28,147.0811141928937
2021-05-29,151.8656630405782
2021-05-30,142.60397557711613
2021-05-31,139.67256569201513
2021-06-01,149.9348209749325
2021-06-02,143.9400319981801
2021-06-03,149.76776584146515
2021-06-04,148.7273284693083
2021-06-05,142.36891608524448
2021-06-06,149.30961358997362
2021-06-07,152.23109804772554
2021-06-08,141.6544637710102
2021-06-09,155.58939015769104
2021-06-10,146.31446699904097
2021-06-11,149.49575232019757
2021-06-12,151.25458685436865
2021-06-13,149.14422051489288
2021-06-14,153.72302588607414
2021-06-15,138.7172011044969
2021-06-16,143.7166720428447
2021-06-17,140.9184972854905
2021-06-18,155.93484173476327
2021-06-19,137.4530313051941
2021-06-20,145.88158543511474
2021-06-21,143.3448601890667
2021-06-22,143.28207635110675
2021-06-23,140.30388047037005
2021-06-24,138.46594663687358
2021-06-25,142.18352156501504
2021-06-26,152.02776880464157
2021-06-27,141.14199055395255
2021-06-28,146.01357076637566
2021-06-29,145.20713960232067
2021-06-30,139.77219687322784
2021-07-01,147.67302460282306
2021-07-02,145.1551262515363
2021-07-03,152.8517396213975
2021-07-04,145.8918920764963
2021-07-05,138.5021702697113
2021-07-06,144.01339847440195
2021-07-07,139.49830027458682
2021-07-08,134.62790602149715
2021-07-09,145.92225554188443
2021-07-10,134.28946358020065
2021-07-11,141.11792686191072
2021-07-12,135.03905101977765
2021-07-13,146.2071556267554
2021-07-14,135.60891601831875
2021-07-15,134.42004236886206
2021-07-16,129.36029647912767
2021-07-17,133.74532296277135
2021-07-18,129.15688301307358
2021-07-19,129.4129005604819
2021-07-20,125.18297531138316
2021-07-21,133.27086636655721
2021-07-22,134.48878333561825
2021-07-23,125.34180119024478
2021-07-24,131.61856783669808
2021-07-25,132.32154183218717
2021-07-26,128.80846125571694
2021-07-27,126.73035674361184
2021-07-28,119.59757418103852
2021-07-29,123.19532877631707
2021-07-30,130.76824656118097
2021-07-31,129.12225342860918
2021-08-01,123.3309901409442
2021-08-02,121.15502054693232
2021-08-03,128.1288002386548
2021-08-04,116.68118908314386
2021-08-05,118.93877913716331
2021-08-06,115.74956416390131
2021-08-07,110.73181957189576
2021-08-08,108.56713994623617
2021-08-09,106.95768101230668
2021-08-10,120.94135359395861
2021-08-11,115.94660287930476
2021-08-12,114.18967112516594
2021-08-13,117.47701428348795
2021-08-14,110.69434820321518
2021-08-15,110.56431346008046
2021-08-16,106.14555444355263
2021-08-17,104.09556685223221
2021-08-18,112.99407660280555
2021-08-19,118.27325991174757
2021-08-20,119.62174249293737
2021-08-21,128.28923338565747
2021-08-22,109.04223196014858
2021-08-23,111.23564575453635
2021-08-24,112.77709180043271
2021-08-25,107.17900475155889
2021-08-26,112.4644989258205
2021-08-27,123.18588907565524
2021-08-28,119.66132013543026
2021-08-29,106.86145296643821
2021-08-30,121.43660218270993
2021-08-31,116.30202103028417
2021-09-01,115.99308610320378
2021-09-02,107.18459753659353
2021-09-03,105.92535485365659
2021-09-04,109.02374518381504
2021-09-05,98.37959332738265
2021-09-06,115.47411645404017
2021-09-07,105.34009690474599
2021-09-08,105.22436584462828
2021-09-09,106.06705965659572
2021-09-10,108.32212945626299
2021-09-11,112.54505720253037
2021-09-12,101.50044741130024
2021-09-13,109.43304754150923
2021-09-14,104.1387513792727
2021-09-15,101.38052048102838
2021-09-16,109.36207376661734
2021-09-17,108.62165013522221
2021-09-18,105.219030222418
2021-09-19,114.4434565512602
2021-09-20,104.51990957472428
2021-09-21,101.85540051545885
2021-09-22,97.70340470319353
2021-09-23,99.01374159837927
2021-09-24,104.35756351837645
2021-09-25,105.74806304982593
2021-09-26,102.19806854594808
2021-09-27,103.88005075702061
2021-09-28,102.02192233886456
2021-09-29,94.42594483059034
2021-09-30,109.2678027349986
2021-10-01,106.03228394749237
2021-10-02,103.30966975350414
2021-10-03,97.64128179512934
2021-10-04,103.54609815084163
2021-10-05,107.95183344651414
2021-10-06,110.4192568397117
2021-10-07,106.97627924207772
2021-10-08,118.21629846323013
2021-10-09,103.06733219230298
2021-10-10,120.76670474000926
2021-10-11,110.81876941257546
2021-10-12,106.00543287186589
2021-10-13,107.25320707449484
2021-10-14,104.73215411860033
2021-10-15,106.88011464964107
2021-10-16,99.49115129566776
2021-10-17,107.1230596468786
2021-10-18,102.320724786433
2021-10-19,108.46425684424861
2021-10-20,108.81770572151147
2021-10-21,105.25345674801865
2021-10-22,114.94606992355119
2021-10-23,109.20822213639177
2021-10-24,106.13698947049171
2021-10-25,101.13399688952018
2021-10-26,108.2364087316132
2021-10-27,113.61348761368868
2021-10-28,101.02449537446067
2021-10-29,103.47531275129141
2021-10-30,118.98755509026068
2021-10-31,107.75241881187108
2021-11-01,119.35447968010577
2021-11-02,115.05655619585733
2021-11-03,115.28079372017099
2021-11-04,115.94037952489964
2021-11-05,117.06521002310006
2021-11-06,119.16753102568478
2021-11-07,113.64610736680511
2021-11-08,113.93169007388406
2021-11-09,116.91211003458636
2021-11-10,110.58674328821292
2021-11-11,114.48371943509191
2021-11-12,113.1896781883
2021-11-13,109.61943686945236
2021-11-14,116.63684171136441
2021-11-15,114.74791466320356
2021-11-16,118.11226352129131
2021-11-17,114.13876128445845
2021-11-18,116.56126189909025
2021-11-19,121.50257889160366
2021-11-20,119.99804569362024
2021-11-21,122.57100969591141
2021-11-22,121.47673683351626
2021-11-23,119.87027645104358
2021-11-24,116.53934309796333
2021-11-25,119.3707683138142
2021-11-26,118.2921965872807
2021-11-27,112.30490893534827
2021-11-28,108.88978883434422
2021-11-29,115.57809519938324
2021-11-30,124.7219824369266
2021-12-01,115.12149906452203
2021-12-02,119.73993082777315
2021-12-03,117.42426548188911
2021-12-04,116.14888960687091
2021-12-05,118.73049404241064
2021-12-06,117.34155558250974
2021-12-07,120.72164819437256
2021-12-08,119.84697788676041
2021-12-09,131.42702347830908
2021-12-10,120.97584554041829
2021-12-11,128.24915751708923
2021-12-12,119.30457789623252
2021-12-13,114.27003714173172
2021-12-14,127.90439102667585
2021-12-15,122.05316612251582
2021-12-16,123.83998973998372
2021-12-17,111.26995495738495
2021-12-18,125.59649541715957
2021-12-19,119.10786519664414
2021-12-20,120.1362991136815
2021-12-21,123.9914296993609
2021-12-22,132.33958437619816
2021-12-23,128.41261920783793
2021-12-24,122.37489390935228
2021-12-25,127.89363843515626
2021-12-26,123.81500305487363
2021-12-27,118.03543752107556
2021-12-28,122.79484708981224
2021-12-29,133.01905605452336
2021-12-30,127.85888994754531
2021-12-31,126.06585463325416
2022-01-01,127.88782798773029
2022-01-02,124.65414885946167
2022-01-03,126.07300649635941
2022-01-04,123.88135393088396
2022-01-05,122.6896269145678
2022-01-06,132.28213994072354
2022-01-07,118.18092343787498
2022-01-08,122.0613049437968
2022-01-09,124.44261948869996
2022-01-10,128.1777336578206
2022-01-11,122.21510214208097
2022-01-12,122.27180665204779
2022-01-13,130.6607117887624
2022-01-14,118.44083424266063
2022-01-15,128.49179485253987
2022-01-16,128.34576828708043
2022-01-17,123.45988306085732
2022-01-18,139.88003744120041
2022-01-19,131.93991334630448
2022-01-20,134.7989657156233
2022-01-21,132.09379171091825
2022-01-22,123.61168375126947
2022-01-23,127.75026423587913
2022-01-24,131.74153613627539
2022-01-25,140.77976515087272
2022-01-26,136.27895168727164
2022-01-27,133.79636553171633
2022-01-28,132.01033419682307
2022-01-29,132.7945726579615
2022-01-30,141.75628749418433
2022-01-31,133.18191670278927
2022-02-01,139.62616765748865
2022-02-02,141.65616104402963
2022-02-03,143.7485527483504
2022-02-04,135.4765318842744
2022-02-05,146.3495258385813
2022-02-06,132.66554472755922
2022-02-07,132.71318764008194
2022-02-08,139.957700382438
2022-02-09,142.05209893769717
2022-02-10,140.19929443945364
2022-02-11,143.46439065540582
2022-02-12,149.48447078916723
2022-02-13,145.16857824860276
2022-02-14,153.05330219947277
2022-02-15,153.0347704395069
2022-02-16,128.0043230478001
2022-02-17,142.91129052323518
2022-02-18,149.70861027549344
2022-02-19,143.20536950557533
2022-02-20,139.05562557885972
2022-02-21,135.76595192473394
2022-02-22,145.83273567367934
2022-02-23,131.98369987434467
2022-02-24,128.7826074614483
2022-02-25,139.44004736343135
2022-02-26,142.21171176563576
2022-02-27,138.33538101496188
2022-02-28,142.2614034563732
2022-03-01,129.9258631862777
2022-03-02,148.4948981890032
2022-03-03,137.88966145545714
2022-03-04,144.38095379634785
2022-03-05,146.52943718806438
2022-03-06,144.3619397121283
2022-03-07,142.65663662150342
2022-03-08,146.26114034164428
2022-03-09,141.84332527259548
2022-03-10,146.09200655241577
2022-03-11,137.1131529817768
2022-03-12,148.25389721449804
2022-03-13,134.0418470596494
2022-03-14,128.697685214654
2022-03-15,133.5384764963028
2022-03-16,137.78415635270835
2022-03-17,136.21150467004028
2022-03-18,127.54496520909503
2022-03-19,136.669264364182
2022-03-20,133.19445971593294
2022-03-21,130.19932054293108
2022-03-22,128.816392015847
2022-03-23,138.25997349106188
2022-03-24,117.04585966692706
2022-03-25,145.12731215032517
2022-03-26,128.32225080947717
2022-03-27,135.81342498124798
2022-03-28,125.48915244558627
2022-03-29,132.21850267839733
2022-03-30,128.24432789095954
2022-03-31,124.14720943645976
2022-04-01,133.98003044049688
2022-04-02,133.35452108838183
2022-04-03,132.59304119956275
2022-04-04,132.90879627355847
2022-04-05,131.8619265149256
2022-04-06,134.2956820880534
2022-04-07,138.32700705622747
2022-04-08,129.9317023382537
2022-04-09,125.59397814637025
2022-04-10,146.93630752012774
2022-04-11,133.9474428542675
2022-04-12,142.33652797435732
2022-04-13,142.7129079280253
2022-04-14,127.93470182085795
2022-04-15,137.9451609669447
2022-04-16,141.3549819711126
2022-04-17,133.40672824228884
2022-04-18,134.33657551634616
2022-04-19,136.3538124369872
2022-04-20,137.59595622306188
2022-04-21,134.75599117061378
2022-04-22,135.15710664107786
2022-04-23,126.83577988996619
2022-04-24,145.51482128517063
2022-04-25,134.47363709259662
2022-04-26,136.46780095653983
2022-04-27,134.3169001193109
2022-04-28,136.02666356476684
2022-04-29,130.10022644921986
2022-04-30,131.29699812948147
2022-05-01,134.67035635825187
2022-05-02,126.47508442886905
2022-05-03,129.95173145398155
2022-05-04,128.7474265381947
2022-05-05,132.26072134787964
2022-05-06,134.41892153436584
2022-05-07,129.03303888725696
2022-05-08,140.54775326153253
2022-05-09,133.3221369047041
2022-05-10,129.76658529527617
2022-05-11,130.8106553557373
2022-05-12,141.28086157721742
2022-05-13,130.46474302418372
2022-05-14,129.8041453877255
2022-05-15,117.1225955213197
2022-05-16,126.68348762464848
2022-05-17,127.3953381311469
2022-05-18,130.72289301394662
2022-05-19,121.92932990064853
2022-05-20,124.87659079170699
2022-05-21,131.28068781709138
2022-05-22,117.83387479681443
2022-05-23,112.092824981961
2022-05-24,122.22326134066029
2022-05-25,121.52271178368636
2022-05-26,115.99260466795488
2022-05-27,120.43543713860988
2022-05-28,114.42830051430364
2022-05-29,125.72978715314632
2022-05-30,123.25053339054223
2022-05-31,119.21813417126239
2022-06-01,109.55382855447844
2022-06-02,113.87547929704832
2022-06-03,115.82591844473775
2022-06-04,117.02276344121708
2022-06-05,117.25077070376139
2022-06-06,119.9477313993237
2022-06-07,117.84228107262943
2022-06-08,113.13338483546185
2022-06-09,111.58187678213694
2022-06-10,132.25141607163715
2022-06-11,120.01151000070307
2022-06-12,117.54041227962655
2022-06-13,116.58404936676476
2022-06-14,116.4883146751084
2022-06-15,127.82514011622828
2022-06-16,119.82122937153662
2022-06-17,120.585384996389
2022-06-18,108.94366387462885
2022-06-19,115.68511442083661
2022-06-20,108.94987623915371
2022-06-21,114.13139241363284
2022-06-22,114.53881671614047
2022-06-23,116.61979199120749
2022-06-24,123.4722241712987
2022-06-25,109.09867707963978
2022-06-26,121.14631187981284
2022-06-27,117.08194275849372
2022-06-28,118.48893672741194
2022-06-29,122.18838968046904
2022-06-30,119.05364557982352
2022-07-01,112.99819070415413
2022-07-02,114.89844843480093
2022-07-03,105.7879853316293
2022-07-04,115.38982681630726
2022-07-05,117.61247101514562
2022-07-06,104.88384584702521
2022-07-07,119.54642656125274
2022-07-08,116.8324282367517
2022-07-09,114.332139142774
2022-07-10,109.58289104568519
2022-07-11,115.08046605562416
2022-07-12,105.567151459714
2022-07-13,106.27574409065672
2022-07-14,109.55881384489514
2022-07-15,108.70213595033684
2022-07-16,105.12509826956068
2022-07-17,113.52553495825254
2022-07-18,110.8188660266799
2022-07-19,101.76459953300547
2022-07-20,118.39352044128893
2022-07-21,101.91524937743786
2022-07-22,106.2703214703809
